"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"LO","LO1520222-05","2015-08-25","5.2","Morrisons","","EN1 1TW","England","2015-08-27","2","4014","British Large Chicken","3.9","Satisfactory","1765","4.5","Standard","None Stated","","Not Stated","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","6800","CFU/g","C. jejuni"
"LO","LO1520222-06","2015-08-25","5.2","Sainsbury's","","EN1 1TH","England","2015-08-31","6","8005","Taste The Differance British Free Range Whole Chicken","3.5","Satisfactory","1220","6.83","Free range","None Stated","","Modified Atmosphere","Other","","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-06","2015-08-25","5.2","Sainsbury's","","EN1 1TH","England","2015-08-31","6","8005","Taste The Differance British Free Range Whole Chicken","3.5","Satisfactory","1220","6.83","Free range","None Stated","","Modified Atmosphere","Other","","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"LO","LO1520222-07","2015-08-25","5.2","Aldi","","N12 0ER","England","2015-08-31","6","8005","Specially Selected Free Range Whole Chicken","2.8","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-07","2015-08-25","5.2","Aldi","","N12 0ER","England","2015-08-31","6","8005","Specially Selected Free Range Whole Chicken","2.8","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","1000","CFU/g","C. jejuni"
"LO","LO1520222-08","2015-08-25","5.2","Aldi","","N12 0ER","England","2015-09-01","7","5464","Medium Whole Chicken - Ashfield Farm","2.8","Satisfactory","1650","3.59","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-08","2015-08-25","5.2","Aldi","","N12 0ER","England","2015-09-01","7","5464","Medium Whole Chicken - Ashfield Farm","2.8","Satisfactory","1650","3.59","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","430","CFU/g","C. jejuni"
"LO","LO1520222-09","2015-08-25","5.2","Asda","","N14 5PW","England","2015-08-28","3","8005","British Chicken Extra Large","3.8","Satisfactory","1918","6.29","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-09","2015-08-25","5.2","Asda","","N14 5PW","England","2015-08-28","3","8005","British Chicken Extra Large","3.8","Satisfactory","1918","6.29","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","690","CFU/g","C. jejuni"
"LO","LO1520222-10","2015-08-25","5.2","Asda","","N14 5PW","England","2015-08-28","3","5450","Extra Special Free Range Corn Fed British Whole Chicken","3.8","Satisfactory","1955","8.8","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-10","2015-08-25","5.2","Asda","","N14 5PW","England","2015-08-28","3","5450","Extra Special Free Range Corn Fed British Whole Chicken","3.8","Satisfactory","1955","8.8","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","650","CFU/g","Mixed C. jejuni and C. coli"
"LO","LO1520222-11","2015-08-25","5.2","Tesco","","N12 0SH","England","2015-08-30","5","4014","British Large Whole Chicken","3.9","Satisfactory","1611","4.5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-11","2015-08-25","5.2","Tesco","","N12 0SH","England","2015-08-30","5","4014","British Large Whole Chicken","3.9","Satisfactory","1611","4.5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","650","CFU/g","C. jejuni"
"LO","LO1520222-12","2015-08-25","5.2","Tesco","","N12 0SH","England","2015-08-31","6","5011","British Free Range Whole Chicken","3.9","Satisfactory","1736","7.38","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1520222-12","2015-08-25","5.2","Tesco","","N12 0SH","England","2015-08-31","6","5011","British Free Range Whole Chicken","3.9","Satisfactory","1736","7.38","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","60","CFU/g","C. jejuni"
"PO","PO1518438-01","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-09","6","8005","British Small Whole Chicken","1.3","Satisfactory","1240","3","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518438-01","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-09","6","8005","British Small Whole Chicken","1.3","Satisfactory","1240","3","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518438-02","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-09","6","3011","British Medium Whole Chicken","1.3","Satisfactory","1384","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","21","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518438-02","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-09","6","3011","British Medium Whole Chicken","1.3","Satisfactory","1384","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","21","Campylobacter spp  - enumeration cfu/g","37","CFU/g","C. jejuni"
"PO","PO1518438-03","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-10","7","4014","Everyday Value British Chicken","1.3","Satisfactory","1519","3.77","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518438-03","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-10","7","4014","Everyday Value British Chicken","1.3","Satisfactory","1519","3.77","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","409","CFU/g","C. jejuni"
"PO","PO1518438-04","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-07","4","1100","British Extra Large Whole Chicken","1.3","Satisfactory","2016","5.5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518438-04","2015-08-03","3.9","Tesco","","NP16 5PB","Wales  ","2015-08-07","4","1100","British Extra Large Whole Chicken","1.3","Satisfactory","2016","5.5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518439-01","2015-08-03","4.7","Waitrose","","NP26 4UX","Wales  ","2015-08-07","4","9502","Free Range Chicken","4.3","Satisfactory","1381","8.27","Free range","None Stated","","Modified Atmosphere","Other","Yes","19","Campylobacter spp  - enumeration cfu/g","30","CFU/g","Mixed C. jejuni and C. coli"
"PO","PO1518439-01","2015-08-03","4.7","Waitrose","","NP26 4UX","Wales  ","2015-08-07","4","9502","Free Range Chicken","4.3","Satisfactory","1381","8.27","Free range","None Stated","","Modified Atmosphere","Other","Yes","19","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518439-02","2015-08-03","4.7","Waitrose","","NP26 4UX","Wales  ","2015-08-07","4","9502","Essential Waitrose British Chicken","4.3","Satisfactory","1672","5.48","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518439-02","2015-08-03","4.7","Waitrose","","NP26 4UX","Wales  ","2015-08-07","4","9502","Essential Waitrose British Chicken","4.3","Satisfactory","1672","5.48","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518439-03","2015-08-03","4.7","Lidl","","NP16 5JW","Wales  ","2015-08-06","3","3007","British Chicken Large","4.4","Satisfactory","1906","4.1","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518439-03","2015-08-03","4.7","Lidl","","NP16 5JW","Wales  ","2015-08-06","3","3007","British Chicken Large","4.4","Satisfactory","1906","4.1","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","250","CFU/g","C. jejuni"
"PO","PO1518439-04","2015-08-03","4.7","Lidl","","NP16 5JW","Wales  ","2015-08-08","5","3007","British Chicken Medium","4.4","Satisfactory","1406","3.07","Standard","None Stated","","NOT Modified Atmosphere","Other","No","21","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518439-04","2015-08-03","4.7","Lidl","","NP16 5JW","Wales  ","2015-08-08","5","3007","British Chicken Medium","4.4","Satisfactory","1406","3.07","Standard","None Stated","","NOT Modified Atmosphere","Other","No","21","Campylobacter spp  - enumeration cfu/g","10000","CFU/g","C. jejuni"
"PO","PO1518442-01","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","5450","Extra Special Free Range Corn-Fed British Whole Chicken","0.8","Satisfactory","1830","7.32","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","680","CFU/g","C. coli"
"PO","PO1518442-01","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","5450","Extra Special Free Range Corn-Fed British Whole Chicken","0.8","Satisfactory","1830","7.32","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518442-02","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","3007","Butchers Selection Extra Large Chicken","0.8","Satisfactory","1887","4.72","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518442-02","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","3007","Butchers Selection Extra Large Chicken","0.8","Satisfactory","1887","4.72","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","350","CFU/g","C. coli"
"PO","PO1518442-03","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-05","2","3007","Smart Price Whole Chicken","0.8","Satisfactory","1234","3.06","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518442-03","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-05","2","3007","Smart Price Whole Chicken","0.8","Satisfactory","1234","3.06","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","20","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518442-04","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","3007","Smart Price Whole Chicken","0.8","Satisfactory","1168","2.9","Standard","None Stated","","NOT Modified Atmosphere","Other","No","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518442-04","2015-08-03","5.4","ASDA","","NP26 5DB","Wales  ","2015-08-07","4","3007","Smart Price Whole Chicken","0.8","Satisfactory","1168","2.9","Standard","None Stated","","NOT Modified Atmosphere","Other","No","20","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518444-01","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","8005","Specially Selected Free Range Whole Chicken","5.4","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","2000","CFU/g","C. coli"
"PO","PO1518444-01","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","8005","Specially Selected Free Range Whole Chicken","5.4","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518444-02","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-09","6","5011","Ashfield Farm Medium Whole Chicken","5.4","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518444-02","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-09","6","5011","Ashfield Farm Medium Whole Chicken","5.4","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. coli"
"PO","PO1518444-03","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-09","6","8005","Ashfield Farm Large Whole Chicken","5.4","Satisfactory","2010","4.39","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518444-03","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-09","6","8005","Ashfield Farm Large Whole Chicken","5.4","Satisfactory","2010","4.39","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","500","CFU/g","C. jejuni"
"PO","PO1518444-04","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","5011","Ashfield Farm Small Whole Chicken","5.4","Satisfactory","1250","2.75","Standard","None Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518444-04","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","5011","Ashfield Farm Small Whole Chicken","5.4","Satisfactory","1250","2.75","Standard","None Stated","","Modified Atmosphere","Other","Yes","24","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. jejuni"
"PO","PO1518445-01","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","8005","Ashfield Farm Large Whole Chicken","5.4","Satisfactory","2092","4.39","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PO","PO1518445-01","2015-08-03","4","ALDI","","NP19 0TX","Wales  ","2015-08-08","5","8005","Ashfield Farm Large Whole Chicken","5.4","Satisfactory","2092","4.39","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518466-01","2015-08-03","4.9","M&S","","NP19 4QQ","Wales  ","2015-08-08","5","5011","British Oakham Chicken Medium ","2.1","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","1364","CFU/g","C. jejuni"
"PO","PO1518466-01","2015-08-03","4.9","M&S","","NP19 4QQ","Wales  ","2015-08-08","5","5011","British Oakham Chicken Medium ","2.1","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518466-02","2015-08-03","4.9","M&S","","NP19 4QQ","Wales  ","2015-08-06","3","5011","British Oakham Chicken Small ","2.1","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518466-02","2015-08-03","4.9","M&S","","NP19 4QQ","Wales  ","2015-08-06","3","5011","British Oakham Chicken Small ","2.1","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","800","CFU/g","C. jejuni"
"PO","PO1518466-03","2015-08-03","4.9","Co-op","","NP26 4AA","Wales  ","2015-08-07","4","5011","Loved By Us British Chicken (Medium) ","3.4","Satisfactory","1534","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518466-03","2015-08-03","4.9","Co-op","","NP26 4AA","Wales  ","2015-08-07","4","5011","Loved By Us British Chicken (Medium) ","3.4","Satisfactory","1534","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1518466-04","2015-08-03","4.9","Co-op","","NP26 4AA","Wales  ","2015-08-07","4","2037","Loved By Us British Chicken (Large)","3.4","Satisfactory","1930","6","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1518466-04","2015-08-03","4.9","Co-op","","NP26 4AA","Wales  ","2015-08-07","4","2037","Loved By Us British Chicken (Large)","3.4","Satisfactory","1930","6","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","909","CFU/g","C. coli"
